Proposed pillar,Proposed pillar meaning,Primary VDEI pillar code,Primary VDEI pillar name,Primary VDEI pillar meaning,Secondary related pillar - not for scoring,Excel code,Indicator,Indicator meaning,Unit,Formula / operationalization,Cleaned source detail (no Questionnaire),Recommended source URL(s),Detailed data access / crawl instruction for IT,Frequency,Collection method,Update suitability,Tier / decision,2023 data,2024 data,2025 data,Data evidence / notes for 2023-2025,Notes
P5 Logistics & fulfilment TMĐT,"Đo khả năng giao hàng, chi phí, tốc độ, tích hợp logistics và năng lực fulfilment hỗ trợ TMĐT.",EC-DN,E-commerce Business Performance / Hiệu quả TMĐT phía doanh nghiệp,"Đo quy mô thị trường, doanh thu, giao dịch, kênh bán hàng, thanh toán, logistics và hiệu quả vận hành của doanh nghiệp/nền tảng TMĐT.",ADO,E15,Courier revenue growth – J&T Express,Tăng trưởng doanh thu của J&T Express (group/regional proxy khi dữ liệu VN không công khai đầy đủ).,% YoY,Courier revenue growth = (revenue_t - revenue_(t-1)) / revenue_(t-1) * 100.,Source: J&T Express Investor Relations; Exact: J&T IR: https://ir.jtexpress.com/en/investor-relations/,https://vecom.vn/bao-cao-chi-so-thuong-mai-dien-tu-viet-nam-2025; https://viettelpost.com.vn/quan-he-co-dong/; https://www.jtexpress.com/investor-relations,"1) Search keyword: ""Báo cáo Chỉ số Thương mại điện tử Việt Nam EBI {year} VECOM PDF"" or open https://vecom.vn/ and https://en.vecom.vn/.
 2) Open the EBI article for the target year and download the Vietnamese/English PDF; also keep the PDF URL if hosted on esc.vn or vecom.vn.
 3) Use the report table of contents to locate sections on infrastructure, B2C, B2B, G2B, cross-border e-commerce, payment, logistics, website, social commerce, marketplace, e-contract/e-signature.
 4) In the PDF, search keywords from the indicator name and Vietnamese equivalents: ""website"", ""sàn thương mại điện tử"", ""mạng xã hội"", ""hợp đồng điện tử"", ""chữ ký điện tử"", ""thanh toán"", ""logistics"", ""xuất nhập khẩu"", ""bán hàng"".
 5) Extract chart/figure number, page number, respondent base if shown, percentage/value, year, and notes.
 6) If the value is by province, preserve province_code/province_name and aggregate only if the report explicitly gives national average.
 7) Manual QA: EBI is annual and methodology can change; keep a ""method_version"" field for each year.
 
 -  Source: J&T Express Investor Relations; Exact: J&T IR: https://ir.jtexpress.com/en/investor-relations/
 - Recommended starting URL(s): https://vecom.vn/bao-cao-chi-so-thuong-mai-dien-tu-viet-nam-2025; https://viettelpost.com.vn/quan-he-co-dong/; https://www.jtexpress.com/investor-relations
 - Row-specific search keywords: Courier revenue growth – J&T Express, E15, % YoY",Half-year / Yearly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P5 Logistics & fulfilment TMĐT,"Đo khả năng giao hàng, chi phí, tốc độ, tích hợp logistics và năng lực fulfilment hỗ trợ TMĐT.",EC-DN,E-commerce Business Performance / Hiệu quả TMĐT phía doanh nghiệp,"Đo quy mô thị trường, doanh thu, giao dịch, kênh bán hàng, thanh toán, logistics và hiệu quả vận hành của doanh nghiệp/nền tảng TMĐT.",ADO,E16,Carrier digital demand proxy – private couriers,Proxy tăng trưởng cầu dành cho GHN/GHTK/Ninja Van/Best qua traffic/app-ranking/search interest.,Index,Carrier digital demand proxy = indexed growth of courier parcels/revenue/orders related to e-commerce.,Source: Similarweb / app intelligence / search trends; Exact: Similarweb VN e-commerce ranking page: https://www.similarweb.com/top-websites/vietnam/e-commerce-and-shopping/; app-intelligence sources such as AppMagic/Sensor Tower,https://vecom.vn/bao-cao-chi-so-thuong-mai-dien-tu-viet-nam-2025; https://viettelpost.com.vn/quan-he-co-dong/; https://www.jtexpress.com/investor-relations,"1) Search keyword: ""Báo cáo Chỉ số Thương mại điện tử Việt Nam EBI {year} VECOM PDF"" or open https://vecom.vn/ and https://en.vecom.vn/.
 2) Open the EBI article for the target year and download the Vietnamese/English PDF; also keep the PDF URL if hosted on esc.vn or vecom.vn.
 3) Use the report table of contents to locate sections on infrastructure, B2C, B2B, G2B, cross-border e-commerce, payment, logistics, website, social commerce, marketplace, e-contract/e-signature.
 4) In the PDF, search keywords from the indicator name and Vietnamese equivalents: ""website"", ""sàn thương mại điện tử"", ""mạng xã hội"", ""hợp đồng điện tử"", ""chữ ký điện tử"", ""thanh toán"", ""logistics"", ""xuất nhập khẩu"", ""bán hàng"".
 5) Extract chart/figure number, page number, respondent base if shown, percentage/value, year, and notes.
 6) If the value is by province, preserve province_code/province_name and aggregate only if the report explicitly gives national average.
 7) Manual QA: EBI is annual and methodology can change; keep a ""method_version"" field for each year.
 
 - Source: Similarweb / app intelligence / search trends; Exact: Similarweb VN e-commerce ranking page: https://www.similarweb.com/top-websites/vietnam/e-commerce-and-shopping/; app-intelligence sources such as AppMagic/Sensor Tower
 - Recommended starting URL(s): https://vecom.vn/bao-cao-chi-so-thuong-mai-dien-tu-viet-nam-2025; https://viettelpost.com.vn/quan-he-co-dong/; https://www.jtexpress.com/investor-relations
 - Row-specific search keywords: Carrier digital demand proxy – private couriers, E16, Index",Weekly / Monthly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P6 Hạ tầng số & niềm tin,"Đo điều kiện nền tảng như internet, broadband, 4G/5G, tốc độ mạng, an toàn dữ liệu và tuân thủ bảo mật.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.",INF,F07,Cybersecurity policy adoption,Tỷ lệ doanh nghiệp có chính sách bảo mật thông tin chính thức.,%,Cybersecurity policy adoption = enterprises with cybersecurity policy / surveyed enterprises * 100.,,https://datareportal.com/reports/digital-2025-vietnam; https://api.worldbank.org/v2/country/VNM/indicator/IT.NET.USER.ZS?format=json; https://datahub.itu.int/data/?e=VNM; https://vnnic.vn/en/insights,"1) Search keyword: ""DataReportal Digital {year} Vietnam"" or open https://datareportal.com/digital-in-vietnam.
 2) Select the report matching the target year, e.g. Digital 2023: Vietnam, Digital 2024: Vietnam, Digital 2025: Vietnam.
 3) Crawl the HTML article first because headline statistics are available in text; optionally download/parse the embedded slide deck if needed.
 4) Search within page for: ""internet users"", ""internet penetration"", ""social media users"", ""mobile connections"", ""ecommerce"".
 5) Extract value, unit, date basis (normally January/start of year), source note (Kepios/GSMA/Meta/etc.), and URL.
 6) Standardize date as YYYY-01 and mark as start-of-year observation.
 7) Manual QA: DataReportal can revise methodology, so keep the exact report URL/year and do not mix values across global and country reports.
 
 - Recommended starting URL(s): https://datareportal.com/reports/digital-2025-vietnam; https://api.worldbank.org/v2/country/VNM/indicator/IT.NET.USER.ZS?format=json; https://datahub.itu.int/data/?e=VNM; https://vnnic.vn/en/insights
 - Row-specific search keywords: Cybersecurity policy adoption, F07, %",Yearly / Quarterly,API/HTML/PDF extraction; scheduled monthly/annual refresh depending source.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P6 Hạ tầng số & niềm tin,"Đo điều kiện nền tảng như internet, broadband, 4G/5G, tốc độ mạng, an toàn dữ liệu và tuân thủ bảo mật.",INF,Digital Infrastructure / Hạ tầng số,"Đo mức độ sẵn sàng của hạ tầng Internet, mobile broadband, tốc độ mạng, tài nguyên Internet, cloud và an toàn dữ liệu để TMĐT vận hành ổn định.",ENV,F08,Data backup maturity,Mức độ sao lưu dữ liệu của doanh nghiệp.,Index / % by category,Data backup maturity = enterprises with periodic backup or backup score / surveyed enterprises * 100.,,https://datareportal.com/reports/digital-2025-vietnam; https://api.worldbank.org/v2/country/VNM/indicator/IT.NET.USER.ZS?format=json; https://datahub.itu.int/data/?e=VNM; https://vnnic.vn/en/insights,"1) Search keyword: ""DataReportal Digital {year} Vietnam"" or open https://datareportal.com/digital-in-vietnam.
 2) Select the report matching the target year, e.g. Digital 2023: Vietnam, Digital 2024: Vietnam, Digital 2025: Vietnam.
 3) Crawl the HTML article first because headline statistics are available in text; optionally download/parse the embedded slide deck if needed.
 4) Search within page for: ""internet users"", ""internet penetration"", ""social media users"", ""mobile connections"", ""ecommerce"".
 5) Extract value, unit, date basis (normally January/start of year), source note (Kepios/GSMA/Meta/etc.), and URL.
 6) Standardize date as YYYY-01 and mark as start-of-year observation.
 7) Manual QA: DataReportal can revise methodology, so keep the exact report URL/year and do not mix values across global and country reports.
 
 - Recommended starting URL(s): https://datareportal.com/reports/digital-2025-vietnam; https://api.worldbank.org/v2/country/VNM/indicator/IT.NET.USER.ZS?format=json; https://datahub.itu.int/data/?e=VNM; https://vnnic.vn/en/insights
 - Row-specific search keywords: Data backup maturity, F08, Index / % by category",Quarterly / Yearly,API/HTML/PDF extraction; scheduled monthly/annual refresh depending source.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I01,Formal firms in wholesale and retail,"Số doanh nghiệp đang hoạt động có KQ SXKD trong ngành bán buôn, bán lẻ.",Enterprises,Formal firms in wholesale/retail = count of active registered firms in wholesale and retail.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Formal firms in wholesale and retail, I01, Enterprises",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I07,Revenue in wholesale and retail,"Doanh thu thuần của doanh nghiệp bán buôn, bán lẻ.",Billion VND,Revenue in wholesale/retail = total sector revenue in current VND.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Revenue in wholesale and retail, I07, Billion VND",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I09,Formal firms in transport and storage,"Số doanh nghiệp ngành vận tải, kho bãi.",Enterprises,Formal firms in transport/storage = count of active registered firms in transport and storage.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Formal firms in transport and storage, I09, Enterprises",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I12,Revenue in transport and storage,"Doanh thu thuần ngành vận tải, kho bãi.",Billion VND,Revenue in transport/storage = total sector revenue in current VND.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Revenue in transport and storage, I12, Billion VND",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I16,Formal firms in information and communication,Số doanh nghiệp ngành thông tin và truyền thông.,Enterprises,Formal firms in information/communication = count of active registered firms in information and communication.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 5 p.108
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Formal firms in information and communication, I16, Enterprises",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P9 Hệ sinh thái nền hỗ trợ TMĐT,"Đo sức khỏe các ngành nền như bán buôn/bán lẻ, vận tải kho bãi, thông tin truyền thông làm nền cho TMĐT.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.","INF, CAP",I19,Revenue in information and communication,Doanh thu thuần ngành thông tin và truyền thông.,Billion VND,Revenue in information/communication = total sector revenue in current VND.,Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144,https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/,"1) Open GSO: https://www.gso.gov.vn/ or search ""Sách trắng doanh nghiệp {year} Tổng cục Thống kê PDF"".
 2) Download the enterprise white paper/statistical yearbook for the target year.
 3) Locate the table named in the source detail, commonly Table 5 for number of enterprises or Table 29 for revenue by industry.
 4) Extract rows by VSIC industry: wholesale/retail, transport/storage, information/communication.
 5) Store values with table number, page, unit, year, industry code/name.
 6) Manual QA: these are ecosystem proxy indicators, not direct e-commerce indicators; label accordingly.
 
 - Source: Sách trắng DN 2025; Exact: Sách trắng DN 2025 Bảng 29 p.144
 - Recommended starting URL(s): https://www.nso.gov.vn/en/enterprises/; https://www.nso.gov.vn/en/data-and-statistics/
 - Row-specific search keywords: Revenue in information and communication, I19, Billion VND",Yearly,NSO/GSO annual report/table extraction.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P10 Bền vững trong TMĐT,"Đo hành vi xanh, công bố chính sách môi trường và áp lực hạ tầng/logistics do TMĐT tạo ra.",EC-C,E-commerce Consumer Behavior / Hành vi và trải nghiệm người tiêu dùng TMĐT,"Đo mức độ tham gia, hành vi mua sắm, trải nghiệm, niềm tin và xu hướng tiêu dùng của người mua online.",ENV,J01,Willingness to pay more for sustainable products/services,Tỷ lệ người tiêu dùng sẵn sàng trả thêm cho sản phẩm/dịch vụ bền vững.,%,Willingness to pay green premium = consumers willing to pay more for sustainable products / surveyed consumers * 100.,Source: e-Conomy SEA 2022; Exact: e-Conomy SEA 2022 Vietnam consumer page p.6 shows declared willingness to pay more = 55%,https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf,"1) Start from the source URL(s) listed in this row.
 2) Search the web with the indicator name plus ""Vietnam"", target year, and source owner name.
 3) Prefer official government, association, company annual report, or reputable research source.
 4) Extract only explicitly published values with year, unit, page/table/figure and URL.
 5) If the indicator requires platform/private operational data, leave public data cells blank and mark collection as partner/API/manual data-sharing required.
 6) Manual QA before dashboard publication.
 
 - Source: e-Conomy SEA 2022; Exact: e-Conomy SEA 2022 Vietnam consumer page p.6 shows declared willingness to pay more = 55%
 - Recommended starting URL(s): https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf
 - Row-specific search keywords: Willingness to pay more for sustainable products/services, J01, %",Yearly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P10 Bền vững trong TMĐT,"Đo hành vi xanh, công bố chính sách môi trường và áp lực hạ tầng/logistics do TMĐT tạo ra.",ENV,The policy and institutional environment/ Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.",EC-C,J02,Green policy disclosure by e-commerce firms,Tỷ lệ doanh nghiệp có xây dựng/công bố chính sách bảo vệ môi trường nội bộ.,%,Green policy disclosure = e-commerce firms disclosing environmental policy / audited firms * 100.,Source: BC-TMDT phát triển bền vững 2023 / enterprise survey; Exact: BC-TMDT phát triển bền vững 2023 green criteria section around p.67; can also operationalize through dedicated survey module,https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf,"1) Start from the source URL(s) listed in this row.
 2) Search the web with the indicator name plus ""Vietnam"", target year, and source owner name.
 3) Prefer official government, association, company annual report, or reputable research source.
 4) Extract only explicitly published values with year, unit, page/table/figure and URL.
 5) If the indicator requires platform/private operational data, leave public data cells blank and mark collection as partner/API/manual data-sharing required.
 6) Manual QA before dashboard publication.
 
 -Source: BC-TMDT phát triển bền vững 2023 / enterprise survey; Exact: BC-TMDT phát triển bền vững 2023 green criteria section around p.67; can also operationalize through dedicated survey module
 - Recommended starting URL(s): https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf
 - Row-specific search keywords: Green policy disclosure by e-commerce firms, J02, %",Yearly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P10 Bền vững trong TMĐT,"Đo hành vi xanh, công bố chính sách môi trường và áp lực hạ tầng/logistics do TMĐT tạo ra.",EC-C,E-commerce Consumer Behavior / Hành vi và trải nghiệm người tiêu dùng TMĐT,"Đo mức độ tham gia, hành vi mua sắm, trải nghiệm, niềm tin và xu hướng tiêu dùng của người mua online.",ENV,J03,Consumer feedback function on environmental performance,"Có/không hoặc tỷ lệ nền tảng/website cho phép người tiêu dùng chấm điểm, phản hồi về mức độ bảo vệ môi trường của thương nhân.",% / Binary,Environmental feedback function = platforms/sites allowing environmental feedback / audited platforms/sites * 100.,Source: BC-TMDT phát triển bền vững 2023; Exact: BC-TMDT phát triển bền vững 2023 p.67 (criteria on website/app/platform function for user environmental feedback),https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf,"1) Start from the source URL(s) listed in this row.
 2) Search the web with the indicator name plus ""Vietnam"", target year, and source owner name.
 3) Prefer official government, association, company annual report, or reputable research source.
 4) Extract only explicitly published values with year, unit, page/table/figure and URL.
 5) If the indicator requires platform/private operational data, leave public data cells blank and mark collection as partner/API/manual data-sharing required.
 6) Manual QA before dashboard publication.
 
 - Source: BC-TMDT phát triển bền vững 2023; Exact: BC-TMDT phát triển bền vững 2023 p.67 (criteria on website/app/platform function for user environmental feedback)
 - Recommended starting URL(s): https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf
 - Row-specific search keywords: Consumer feedback function on environmental performance, J03, % / Binary",Yearly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
P10 Bền vững trong TMĐT,"Đo hành vi xanh, công bố chính sách môi trường và áp lực hạ tầng/logistics do TMĐT tạo ra.",ENV,The policy and institutional environment / Môi trường chính sách và thể chế,"Đo khung pháp lý, chính sách hỗ trợ, mức độ thuận lợi cho kinh doanh số, giao dịch điện tử, thương mại xuyên biên giới và bảo vệ dữ liệu.",EC-C,J04,Warehouse demand created per $1B e-commerce sales,Diện tích kho bãi ước tính phát sinh theo mỗi 1 tỷ USD doanh thu TMĐT.,m2 per USD bn,Warehouse demand pressure = estimated warehouse m2 required per USD 1B e-commerce sales.,"Source: BC-TMDT phát triển bền vững 2023 (CBRE-cited); Exact: BC-TMDT phát triển bền vững 2023 logistics infrastructure section citing CBRE estimate of ~93,000 m2 per 1 billion USD e-commerce sales",https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf,"1) Start from the source URL(s) listed in this row.
 2) Search the web with the indicator name plus ""Vietnam"", target year, and source owner name.
 3) Prefer official government, association, company annual report, or reputable research source.
 4) Extract only explicitly published values with year, unit, page/table/figure and URL.
 5) If the indicator requires platform/private operational data, leave public data cells blank and mark collection as partner/API/manual data-sharing required.
 6) Manual QA before dashboard publication.
 
 - Source: BC-TMDT phát triển bền vững 2023 (CBRE-cited); Exact: BC-TMDT phát triển bền vững 2023 logistics infrastructure section citing CBRE estimate of ~93,000 m2 per 1 billion USD e-commerce sales
 - Recommended starting URL(s): https://idea.gov.vn/?page=document; https://accesspartnership.com/wp-content/uploads/2026/04/E-Commerce-Export-A-New-Growth-Driver_VN.pdf
 - Row-specific search keywords: Warehouse demand created per $1B e-commerce sales, J04, m2 per USD bn",Yearly,Report extraction and computed ratio; manual QA for annual version.,Useful for context; not essential for first release,Tier 3 - Optional/proxy/enrichment,,,,,
